Mark ID,Mark Name,Timestamp,CPU Usage %,
138,"VSPXAutoMark","69,000.00",0,
139,"VSPXAutoMark","69,500.00",0,
140,"VSPXAutoMark","70,000.00",0,
141,"VSPXAutoMark","70,500.00",0,
142,"VSPXAutoMark","71,000.00",0,
143,"VSPXAutoMark","71,500.00",0,
144,"VSPXAutoMark","72,000.00",0,
145,"VSPXAutoMark","72,500.00",0,
146,"VSPXAutoMark","73,000.00",0,
147,"VSPXAutoMark","73,500.00",0,
148,"VSPXAutoMark","74,000.00",0,
149,"VSPXAutoMark","74,500.00",0,
150,"VSPXAutoMark","75,000.00",0,
151,"VSPXAutoMark","75,500.00",0,
152,"VSPXAutoMark","76,000.00",0,
153,"VSPXAutoMark","76,500.00",0,
154,"VSPXAutoMark","77,000.00",0,
155,"VSPXAutoMark","77,500.00",0,
156,"VSPXAutoMark","78,000.00",0,
157,"VSPXAutoMark","78,500.00",0,
158,"VSPXAutoMark","79,000.00",0,
159,"VSPXAutoMark","79,500.00",0,
160,"VSPXAutoMark","80,000.00",0,
161,"VSPXAutoMark","80,500.00",0,
162,"VSPXAutoMark","81,000.00",0,
163,"VSPXAutoMark","81,500.00",0,
164,"VSPXAutoMark","82,000.00",0,
165,"VSPXAutoMark","82,500.00",0,
166,"VSPXAutoMark","83,000.00",0,
167,"VSPXAutoMark","83,500.00",0,
168,"VSPXAutoMark","84,000.00",0,
169,"VSPXAutoMark","84,500.00",0,
170,"VSPXAutoMark","85,000.00",0,
171,"VSPXAutoMark","85,500.00",0,
172,"VSPXAutoMark","86,000.00",0,
173,"VSPXAutoMark","86,500.00",0,
174,"VSPXAutoMark","87,000.00",0,
175,"VSPXAutoMark","87,500.00",0,
176,"VSPXAutoMark","88,000.00",0,
177,"VSPXAutoMark","88,500.00",0,
178,"VSPXAutoMark","89,000.00",0,
179,"VSPXAutoMark","89,500.00",0,
180,"VSPXAutoMark","90,000.00",0,
181,"VSPXAutoMark","90,500.00",0,
182,"VSPXAutoMark","91,000.00",0,
183,"VSPXAutoMark","91,500.00",0,
184,"VSPXAutoMark","92,000.00",0,
185,"VSPXAutoMark","92,500.00",0,
186,"VSPXAutoMark","93,000.00",0,
187,"VSPXAutoMark","93,500.00",0,
188,"VSPXAutoMark","94,000.00",0,
189,"VSPXAutoMark","94,500.00",0,
190,"VSPXAutoMark","95,000.00",0,
191,"VSPXAutoMark","95,500.00",0,
192,"VSPXAutoMark","96,000.00",0,
193,"VSPXAutoMark","96,500.00",0,
194,"VSPXAutoMark","97,000.00",0,
195,"VSPXAutoMark","97,500.00",0,
196,"VSPXAutoMark","98,000.00",0,
197,"VSPXAutoMark","98,500.00",0,
198,"VSPXAutoMark","99,000.00",0,
199,"VSPXAutoMark","99,500.00",0,
200,"VSPXAutoMark","1,00,000.00",0,
201,"VSPXAutoMark","1,00,500.00",0,
202,"VSPXAutoMark","1,01,000.00",0,
203,"VSPXAutoMark","1,01,500.00",0,
204,"VSPXAutoMark","1,02,000.00",0,
205,"VSPXAutoMark","1,02,500.00",0,
206,"VSPXAutoMark","1,03,000.00",0,
207,"VSPXAutoMark","1,03,500.00",0,
208,"VSPXAutoMark","1,04,000.00",0,
209,"VSPXAutoMark","1,04,500.00",0,
210,"VSPXAutoMark","1,05,000.00",0,
211,"VSPXAutoMark","1,05,500.00",0,
212,"VSPXAutoMark","1,06,000.00",0,
213,"VSPXAutoMark","1,06,500.00",0,
214,"VSPXAutoMark","1,07,000.00",0,
215,"VSPXAutoMark","1,07,500.00",0,
216,"VSPXAutoMark","1,08,000.00",0,
217,"VSPXAutoMark","1,08,500.00",0,
218,"VSPXAutoMark","1,09,000.00",0,
219,"VSPXAutoMark","1,09,500.00",0,
220,"VSPXAutoMark","1,10,000.00",0,
221,"VSPXAutoMark","1,10,500.00",0,
222,"VSPXAutoMark","1,11,000.00",0,
223,"VSPXAutoMark","1,11,500.00",0,
224,"VSPXAutoMark","1,12,000.00",0,
225,"VSPXAutoMark","1,12,500.00",0,
226,"VSPXAutoMark","1,13,000.00",0,
227,"VSPXAutoMark","1,13,500.00",0,
228,"VSPXAutoMark","1,14,000.00",0,
229,"VSPXAutoMark","1,14,500.00",0,
230,"VSPXAutoMark","1,15,000.00",0,
231,"VSPXAutoMark","1,15,500.00",0,
232,"VSPXAutoMark","1,16,000.00",0,
233,"VSPXAutoMark","1,16,500.00",0,
234,"VSPXAutoMark","1,17,000.00",0,
235,"VSPXAutoMark","1,17,500.00",0,
236,"VSPXAutoMark","1,18,000.00",0,
237,"VSPXAutoMark","1,18,500.00",0,
238,"VSPXAutoMark","1,19,000.00",0,
239,"VSPXAutoMark","1,19,500.00",0,
240,"VSPXAutoMark","1,20,000.00",0,
241,"VSPXAutoMark","1,20,500.00",0,
242,"VSPXAutoMark","1,21,000.00",0,
243,"VSPXAutoMark","1,21,500.00",0,
244,"VSPXAutoMark","1,22,000.00",0,
245,"VSPXAutoMark","1,22,500.00",0,
246,"VSPXAutoMark","1,23,000.00",0,
247,"VSPXAutoMark","1,23,500.00",0,
248,"VSPXAutoMark","1,24,000.00",0,
249,"VSPXAutoMark","1,24,500.00",0,
250,"VSPXAutoMark","1,25,000.00",0,
251,"VSPXAutoMark","1,25,500.00",0,
252,"VSPXAutoMark","1,26,000.00",0,
253,"VSPXAutoMark","1,26,500.00",0,
254,"VSPXAutoMark","1,27,000.00",0,
255,"VSPXAutoMark","1,27,500.00",0,
256,"VSPXAutoMark","1,28,000.00",0,
257,"VSPXAutoMark","1,28,500.00",0,
258,"VSPXAutoMark","1,29,000.00",0,
259,"VSPXAutoMark","1,29,500.00",0,
260,"VSPXAutoMark","1,30,000.00",0,
261,"VSPXAutoMark","1,30,500.00",0,
262,"VSPXAutoMark","1,31,000.00",0,
263,"VSPXAutoMark","1,31,500.00",0,
264,"VSPXAutoMark","1,32,000.00",0,
265,"VSPXAutoMark","1,32,500.00",0,
266,"VSPXAutoMark","1,33,000.00",0,
267,"VSPXAutoMark","1,33,500.00",0,
268,"VSPXAutoMark","1,34,000.00",0,
269,"VSPXAutoMark","1,34,500.00",0,
270,"VSPXAutoMark","1,35,000.00",0,
271,"VSPXAutoMark","1,35,500.00",0,
272,"VSPXAutoMark","1,36,000.00",0,
273,"VSPXAutoMark","1,36,500.00",0,
274,"VSPXAutoMark","1,37,000.00",0,
275,"VSPXAutoMark","1,37,500.00",0,
276,"VSPXAutoMark","1,38,000.00",0,
277,"VSPXAutoMark","1,38,500.00",0,
278,"VSPXAutoMark","1,39,000.00",0,
279,"VSPXAutoMark","1,39,500.00",0,
280,"VSPXAutoMark","1,40,000.00",0,
281,"VSPXAutoMark","1,40,500.00",0,
282,"VSPXAutoMark","1,41,000.00",0,
283,"VSPXAutoMark","1,41,500.00",0,
284,"VSPXAutoMark","1,42,000.00",0,
285,"VSPXAutoMark","1,42,500.00",0,
286,"VSPXAutoMark","1,43,000.00",0,
287,"VSPXAutoMark","1,43,500.00",0,
288,"VSPXAutoMark","1,44,000.00",0,
289,"VSPXAutoMark","1,44,500.00",0,
290,"VSPXAutoMark","1,45,000.00",0,
291,"VSPXAutoMark","1,45,500.00",0,
292,"VSPXAutoMark","1,46,000.00",0,
293,"VSPXAutoMark","1,46,500.00",0,
294,"VSPXAutoMark","1,47,000.00",0,
295,"VSPXAutoMark","1,47,500.00",0,
296,"VSPXAutoMark","1,48,000.00",0,
297,"VSPXAutoMark","1,48,500.00",0,
298,"VSPXAutoMark","1,49,000.00",0,
299,"VSPXAutoMark","1,49,500.00",0,
300,"VSPXAutoMark","1,50,000.00",0,
301,"VSPXAutoMark","1,50,500.00",0,
302,"VSPXAutoMark","1,51,000.00",0,
303,"VSPXAutoMark","1,51,500.00",0,
304,"VSPXAutoMark","1,52,000.00",0,
305,"VSPXAutoMark","1,52,500.00",0,
306,"VSPXAutoMark","1,53,000.00",0,
307,"VSPXAutoMark","1,53,500.00",0,
308,"VSPXAutoMark","1,54,000.00",0,
309,"VSPXAutoMark","1,54,500.00",0,
310,"VSPXAutoMark","1,55,000.00",0,
311,"VSPXAutoMark","1,55,500.00",0,
312,"VSPXAutoMark","1,56,000.00",0,
313,"VSPXAutoMark","1,56,500.00",0,
314,"VSPXAutoMark","1,57,000.00",0,
315,"VSPXAutoMark","1,57,500.00",0,
316,"VSPXAutoMark","1,58,000.00",0,
317,"VSPXAutoMark","1,58,500.00",0,
318,"VSPXAutoMark","1,59,000.00",0,
319,"VSPXAutoMark","1,59,500.00",0,
320,"VSPXAutoMark","1,60,000.00",0,
321,"VSPXAutoMark","1,60,500.00",0,
322,"VSPXAutoMark","1,61,000.00",0,
323,"VSPXAutoMark","1,61,500.00",0,
324,"VSPXAutoMark","1,62,000.00",0,
325,"VSPXAutoMark","1,62,500.00",0,
326,"VSPXAutoMark","1,63,000.00",0,
327,"VSPXAutoMark","1,63,500.00",0,
328,"VSPXAutoMark","1,64,000.00",0,
329,"VSPXAutoMark","1,64,500.00",0,
330,"VSPXAutoMark","1,65,000.00",0,
331,"VSPXAutoMark","1,65,500.00",0,
332,"VSPXAutoMark","1,66,000.00",0,
333,"VSPXAutoMark","1,66,500.00",0,
334,"VSPXAutoMark","1,67,000.00",0,
335,"VSPXAutoMark","1,67,500.00",0,
336,"VSPXAutoMark","1,68,000.00",0,
337,"VSPXAutoMark","1,68,500.00",0,
338,"VSPXAutoMark","1,69,000.00",0,
339,"VSPXAutoMark","1,69,500.00",0,
340,"VSPXAutoMark","1,70,000.00",0,
341,"VSPXAutoMark","1,70,500.00",0,
342,"VSPXAutoMark","1,71,000.00",0,
343,"VSPXAutoMark","1,71,500.00",0,
344,"VSPXAutoMark","1,72,000.00",0,
345,"VSPXAutoMark","1,72,500.00",0,
346,"VSPXAutoMark","1,73,000.00",0,
347,"VSPXAutoMark","1,73,500.00",0,
348,"VSPXAutoMark","1,74,000.00",0,
349,"VSPXAutoMark","1,74,500.00",0,
350,"VSPXAutoMark","1,75,000.00",0,
351,"VSPXAutoMark","1,75,500.00",0,
352,"VSPXAutoMark","1,76,000.00",0,
353,"VSPXAutoMark","1,76,500.00",0,
354,"VSPXAutoMark","1,77,000.00",0,
355,"VSPXAutoMark","1,77,500.00",0,
356,"VSPXAutoMark","1,78,000.00",0,
357,"VSPXAutoMark","1,78,500.00",0,
358,"VSPXAutoMark","1,79,000.00",0,
359,"VSPXAutoMark","1,79,500.00",0,
360,"VSPXAutoMark","1,80,000.00",0,
361,"VSPXAutoMark","1,80,500.00",0,
362,"VSPXAutoMark","1,81,000.00",0,
363,"VSPXAutoMark","1,81,500.00",0,
364,"VSPXAutoMark","1,82,000.00",0,
365,"VSPXAutoMark","1,82,500.00",0,
366,"VSPXAutoMark","1,83,000.00",0,
367,"VSPXAutoMark","1,83,500.00",0,
368,"VSPXAutoMark","1,84,000.00",0,
369,"VSPXAutoMark","1,84,500.00",0,
370,"VSPXAutoMark","1,85,000.00",0,
371,"VSPXAutoMark","1,85,500.00",0,
372,"VSPXAutoMark","1,86,000.00",0,
373,"VSPXAutoMark","1,86,500.00",0,
374,"VSPXAutoMark","1,87,000.00",0,
375,"VSPXAutoMark","1,87,500.00",0,
376,"VSPXAutoMark","1,88,000.00",0,
377,"VSPXAutoMark","1,88,500.00",0,
378,"VSPXAutoMark","1,89,000.00",0,
379,"VSPXAutoMark","1,89,500.00",0,
380,"VSPXAutoMark","1,90,000.00",0,
381,"VSPXAutoMark","1,90,500.00",0,
382,"VSPXAutoMark","1,91,000.00",0,
383,"VSPXAutoMark","1,91,500.00",0,
384,"VSPXAutoMark","1,92,000.00",0,
385,"VSPXAutoMark","1,92,500.00",0,
386,"VSPXAutoMark","1,93,000.00",0,
387,"VSPXAutoMark","1,93,500.00",0,
388,"VSPXAutoMark","1,94,000.00",0,
389,"VSPXAutoMark","1,94,500.00",0,
390,"VSPXAutoMark","1,95,000.00",0,
391,"VSPXAutoMark","1,95,500.00",0,
392,"VSPXAutoMark","1,96,000.00",0,
393,"VSPXAutoMark","1,96,500.00",0,
394,"VSPXAutoMark","1,97,000.00",0,
395,"VSPXAutoMark","1,97,500.00",0,
396,"VSPXAutoMark","1,98,000.00",0,
397,"VSPXAutoMark","1,98,500.00",0,
398,"VSPXAutoMark","1,99,000.00",0,
399,"VSPXAutoMark","1,99,500.00",0,
400,"VSPXAutoMark","2,00,000.00",0,
401,"VSPXAutoMark","2,00,500.00",0,
402,"VSPXAutoMark","2,01,000.00",0,
403,"VSPXAutoMark","2,01,500.00",0,
404,"VSPXAutoMark","2,02,000.00",0,
405,"VSPXAutoMark","2,02,500.00",0,
406,"VSPXAutoMark","2,03,000.00",0,
407,"VSPXAutoMark","2,03,500.00",0,
408,"VSPXAutoMark","2,04,000.00",0,
409,"VSPXAutoMark","2,04,500.00",0,
410,"VSPXAutoMark","2,05,000.00",0,
411,"VSPXAutoMark","2,05,500.00",0,
412,"VSPXAutoMark","2,06,000.00",0,
413,"VSPXAutoMark","2,06,500.00",0,
414,"VSPXAutoMark","2,07,000.00",0,
415,"VSPXAutoMark","2,07,500.00",0,
416,"VSPXAutoMark","2,08,000.00",0,
417,"VSPXAutoMark","2,08,500.00",0,
418,"VSPXAutoMark","2,09,000.00",0,
419,"VSPXAutoMark","2,09,500.00",0,
420,"VSPXAutoMark","2,10,000.00",0,
421,"VSPXAutoMark","2,10,500.00",0,
422,"VSPXAutoMark","2,11,000.00",0,
423,"VSPXAutoMark","2,11,500.00",0,
424,"VSPXAutoMark","2,12,000.00",0,
425,"VSPXAutoMark","2,12,500.00",0,
426,"VSPXAutoMark","2,13,000.00",0,
427,"VSPXAutoMark","2,13,500.00",0,
428,"VSPXAutoMark","2,14,000.00",0,
429,"VSPXAutoMark","2,14,500.00",0,
430,"VSPXAutoMark","2,15,000.00",0,
431,"VSPXAutoMark","2,15,500.00",0,
432,"VSPXAutoMark","2,16,000.00",0,
433,"VSPXAutoMark","2,16,500.00",0,
434,"VSPXAutoMark","2,17,000.00",0,
435,"VSPXAutoMark","2,17,500.00",0,
436,"VSPXAutoMark","2,18,000.00",0,
437,"VSPXAutoMark","2,18,500.00",0,
438,"VSPXAutoMark","2,19,000.00",0,
439,"VSPXAutoMark","2,19,500.00",0,
440,"VSPXAutoMark","2,20,000.00",0,
441,"VSPXAutoMark","2,20,500.00",0,
442,"VSPXAutoMark","2,21,000.00",0,
443,"VSPXAutoMark","2,21,500.00",0,
444,"VSPXAutoMark","2,22,000.00",0,
445,"VSPXAutoMark","2,22,500.00",0,
446,"VSPXAutoMark","2,23,000.00",0,
447,"VSPXAutoMark","2,23,500.00",0,
448,"VSPXAutoMark","2,24,000.00",0,
449,"VSPXAutoMark","2,24,500.00",0,
450,"VSPXAutoMark","2,25,000.00",0,
451,"VSPXAutoMark","2,25,500.00",0,
452,"VSPXAutoMark","2,26,000.00",0,
453,"VSPXAutoMark","2,26,500.00",0,
454,"VSPXAutoMark","2,27,000.00",0,
455,"VSPXAutoMark","2,27,500.00",0,
456,"VSPXAutoMark","2,28,000.00",0,
457,"VSPXAutoMark","2,28,500.00",0,
458,"VSPXAutoMark","2,29,000.00",0,
459,"VSPXAutoMark","2,29,500.00",0,
460,"VSPXAutoMark","2,30,000.00",0,
461,"VSPXAutoMark","2,30,500.00",0,
462,"VSPXAutoMark","2,31,000.00",0,
463,"VSPXAutoMark","2,31,500.00",0,
464,"VSPXAutoMark","2,32,000.00",0,
465,"VSPXAutoMark","2,32,500.00",0,
466,"VSPXAutoMark","2,33,000.00",0,
467,"VSPXAutoMark","2,33,500.00",0,
468,"VSPXAutoMark","2,34,000.00",0,
469,"VSPXAutoMark","2,34,500.00",0,
470,"VSPXAutoMark","2,35,000.00",0,
471,"VSPXAutoMark","2,35,500.00",0,
472,"VSPXAutoMark","2,36,000.00",0,
473,"VSPXAutoMark","2,36,500.00",0,
474,"VSPXAutoMark","2,37,000.00",0,
475,"VSPXAutoMark","2,37,500.00",0,
476,"VSPXAutoMark","2,38,000.00",0,
477,"VSPXAutoMark","2,38,500.00",0,
478,"VSPXAutoMark","2,39,000.00",0,
479,"VSPXAutoMark","2,39,500.00",0,
480,"VSPXAutoMark","2,40,000.00",0,
481,"VSPXAutoMark","2,40,500.00",0,
482,"VSPXAutoMark","2,41,000.00",0,
483,"VSPXAutoMark","2,41,500.00",0,
484,"VSPXAutoMark","2,42,000.00",0,
485,"VSPXAutoMark","2,42,500.00",0,
486,"VSPXAutoMark","2,43,000.00",0,
487,"VSPXAutoMark","2,43,500.00",0,
488,"VSPXAutoMark","2,44,000.00",0,
489,"VSPXAutoMark","2,44,500.00",0,
490,"VSPXAutoMark","2,45,000.00",0,
491,"VSPXAutoMark","2,45,500.00",0,
492,"VSPXAutoMark","2,46,000.00",0,
493,"VSPXAutoMark","2,46,500.00",0,
494,"VSPXAutoMark","2,47,000.00",0,
495,"VSPXAutoMark","2,47,500.00",0,
496,"VSPXAutoMark","2,48,000.00",0,
497,"VSPXAutoMark","2,48,500.00",0,
498,"VSPXAutoMark","2,49,000.00",0,
499,"VSPXAutoMark","2,49,500.00",0,
500,"VSPXAutoMark","2,50,000.00",0,
501,"VSPXAutoMark","2,50,500.00",0,
502,"VSPXAutoMark","2,51,000.00",0,
503,"VSPXAutoMark","2,51,500.00",0,
504,"VSPXAutoMark","2,52,000.00",0,
505,"VSPXAutoMark","2,52,500.00",0,
506,"VSPXAutoMark","2,53,000.00",0,
507,"VSPXAutoMark","2,53,500.00",0,
508,"VSPXAutoMark","2,54,000.00",0,
509,"VSPXAutoMark","2,54,500.00",0,
510,"VSPXAutoMark","2,55,000.00",0,
511,"VSPXAutoMark","2,55,500.00",0,
512,"VSPXAutoMark","2,56,000.00",0,
513,"VSPXAutoMark","2,56,500.00",0,
514,"VSPXAutoMark","2,57,000.00",0,
515,"VSPXAutoMark","2,57,500.00",0,
516,"VSPXAutoMark","2,58,000.00",0,
517,"VSPXAutoMark","2,58,500.00",0,
518,"VSPXAutoMark","2,59,000.00",0,
519,"VSPXAutoMark","2,59,500.00",0,
520,"VSPXAutoMark","2,60,000.00",0,
521,"VSPXAutoMark","2,60,500.00",0,
522,"VSPXAutoMark","2,61,000.00",0,
523,"VSPXAutoMark","2,61,500.00",0,
524,"VSPXAutoMark","2,62,000.00",0,
525,"VSPXAutoMark","2,62,500.00",0,
526,"VSPXAutoMark","2,63,000.00",0,
527,"VSPXAutoMark","2,63,500.00",0,
528,"VSPXAutoMark","2,64,000.00",0,
529,"VSPXAutoMark","2,64,500.00",0,
530,"VSPXAutoMark","2,65,000.00",0,
531,"VSPXAutoMark","2,65,500.00",0,
532,"VSPXAutoMark","2,66,000.00",0,
533,"VSPXAutoMark","2,66,500.00",0,
534,"VSPXAutoMark","2,67,000.00",0,
535,"VSPXAutoMark","2,67,500.00",0,
536,"VSPXAutoMark","2,68,000.00",0,
537,"VSPXAutoMark","2,68,500.00",0,
538,"VSPXAutoMark","2,69,000.00",0,
539,"VSPXAutoMark","2,69,500.00",0,
540,"VSPXAutoMark","2,70,000.00",0,
541,"VSPXAutoMark","2,70,500.00",0,
542,"VSPXAutoMark","2,71,000.00",0,
543,"VSPXAutoMark","2,71,500.00",0,
544,"VSPXAutoMark","2,72,000.00",0,
545,"VSPXAutoMark","2,72,500.00",0,
546,"VSPXAutoMark","2,73,000.00",0,
547,"VSPXAutoMark","2,73,500.00",0,
548,"VSPXAutoMark","2,74,000.00",0,
549,"VSPXAutoMark","2,74,500.00",0,
550,"VSPXAutoMark","2,75,000.00",0,
551,"VSPXAutoMark","2,75,500.00",0,
552,"VSPXAutoMark","2,76,000.00",0,
553,"VSPXAutoMark","2,76,500.00",0,
554,"VSPXAutoMark","2,77,000.00",0,
555,"VSPXAutoMark","2,77,500.00",0,
556,"VSPXAutoMark","2,78,000.00",0,
557,"VSPXAutoMark","2,78,500.00",0,
558,"VSPXAutoMark","2,79,000.00",0,
559,"VSPXAutoMark","2,79,500.00",0,
560,"VSPXAutoMark","2,80,000.00",0,
561,"VSPXAutoMark","2,80,500.00",0,
562,"VSPXAutoMark","2,81,000.00",0,
563,"VSPXAutoMark","2,81,500.00",0,
564,"VSPXAutoMark","2,82,000.00",0,
565,"VSPXAutoMark","2,82,500.00",0,
566,"VSPXAutoMark","2,83,000.00",0,
567,"VSPXAutoMark","2,83,500.00",0,
568,"VSPXAutoMark","2,84,000.00",0,
569,"VSPXAutoMark","2,84,500.00",0,
570,"VSPXAutoMark","2,85,000.00",0,
571,"VSPXAutoMark","2,85,500.00",0,
572,"VSPXAutoMark","2,86,000.00",0,
573,"VSPXAutoMark","2,86,500.00",0,
574,"VSPXAutoMark","2,87,000.00",0,
575,"VSPXAutoMark","2,87,500.00",0,
576,"VSPXAutoMark","2,88,000.00",0,
577,"VSPXAutoMark","2,88,500.00",0,
578,"VSPXAutoMark","2,89,000.00",0,
579,"VSPXAutoMark","2,89,500.00",0,
580,"VSPXAutoMark","2,90,000.00",0,
581,"VSPXAutoMark","2,90,500.00",0,
582,"VSPXAutoMark","2,91,000.00",0,
583,"VSPXAutoMark","2,91,500.00",0,
584,"VSPXAutoMark","2,92,000.00",0,
585,"VSPXAutoMark","2,92,500.00",0,
586,"VSPXAutoMark","2,93,000.00",0,
587,"VSPXAutoMark","2,93,500.00",0,
588,"VSPXAutoMark","2,94,000.00",0,
589,"VSPXAutoMark","2,94,500.00",0,
590,"VSPXAutoMark","2,95,000.00",0,
591,"VSPXAutoMark","2,95,500.00",0,
592,"VSPXAutoMark","2,96,000.00",0,
593,"VSPXAutoMark","2,96,500.00",0,
594,"VSPXAutoMark","2,97,000.00",0,
595,"VSPXAutoMark","2,97,500.00",0,
596,"VSPXAutoMark","2,98,000.00",0,
597,"VSPXAutoMark","2,98,500.00",0,
